keyword,canonical_form,cluster_id,freq
Aqueous extracts,Aqueous extracts,Aqueous extracts,1
Mulching,Mulching,Mulching,3
Natural farming,Natural farming,Natural farming,1
Forest-wood chain,Forest-wood chain,Forest-wood chain,1
Biocathode,Biocathode,Biocathode,4
Bioelectricity generation,Bioelectricity generation,Bioelectricity generation,1
Microbial fuel cells,Microbial fuel cells,Microbial fuel cells,11
Nitrogen removal,Nitrogen removal,Nitrogen removal,8
Data reconciliation,Data reconciliation,Data reconciliation,3
Mathematical optimization,Mathematical optimization,Mathematical optimization,7
Wastewater reduction,Wastewater reduction,Wastewater reduction,1
anticancer agents,anticancer agents,anticancer agents,1
antimicrobial activity,antimicrobial activity,antimicrobial activity,21
biomass wastes,biomass wastes,biomass wastes,3
biomedical applications,biomedical applications,biomedical applications,4
recycled nanomaterials,recycled nanomaterials,recycled nanomaterials,1
Businesses,Businesses,Businesses,2
Curricula,Curricula,Curricula,1
Eastern Europe,Eastern Europe,Eastern Europe,2
HEI,HEI,HEI,1
Interdisciplinary projects,Interdisciplinary projects,Interdisciplinary projects,1
Project funding,Project funding,Project funding,1
Twinning projects,Twinning projects,Twinning projects,1
Ukraine,Ukraine,Ukraine,7
Ukrainian Green Deal,Ukrainian Green Deal,Ukrainian Green Deal,1
proximity analysis,proximity analysis,proximity analysis,1
ready-mix concrete,ready-mix concrete,ready-mix concrete,1
sugarcane bagasse ash,sugarcane bagasse ash,sugarcane bagasse ash,1
Acrylonitrile butadiene styrene,Acrylonitrile butadiene styrene,Acrylonitrile butadiene styrene,3
Diagnosis,Diagnosis,Diagnosis,2
Gravimetric composition,Gravimetric composition,Gravimetric composition,1
Universities,Universities,Universities,3
Brand names,Brand names,Brand names,1
Cognitive onomastics,Cognitive onomastics,Cognitive onomastics,1
Finnish,Finnish,Finnish,1
Public management,Public management,Public management,1
biostimulants,biostimulants,biostimulants,7
seaweed,seaweed,seaweed,6
building materials from waste,building materials from waste,building materials from waste,1
informal housing,informal housing,informal housing,1
digital transformation,digital transformation,digital transformation,16
structured literature review,structured literature review,structured literature review,2
value delivery,value delivery,value delivery,1
Case analysis,Case analysis,Case analysis,3
Plastic bag tax,Plastic bag tax,Plastic bag tax,1
Prospect theory,Prospect theory,Prospect theory,4
Single-use plastic bags,Single-use plastic bags,Single-use plastic bags,1
circular plastics economy,circular plastics economy,circular plastics economy,2
faith-based environmental movements,faith-based environmental movements,faith-based environmental movements,1
green entrepreneurship,green entrepreneurship,green entrepreneurship,3
job creation,job creation,job creation,2
PET plastic bottles,PET plastic bottles,PET plastic bottles,1
Cellulose waste,Cellulose waste,Cellulose waste,1
Colorimetric sensor,Colorimetric sensor,Colorimetric sensor,1
Electrochemical sensor,Electrochemical sensor,Electrochemical sensor,3
Board Practices,Board Practices,Board Practices,1
Corporate Governance,Corporate Governance,Corporate Governance,2
New Finance,New Finance,New Finance,1
Coefficient of thermal conductivity,Coefficient of thermal conductivity,Coefficient of thermal conductivity,1
Expanded-clay aggregates,Expanded-clay aggregates,Expanded-clay aggregates,1
Frost resistance,Frost resistance,Frost resistance,1
Structure formation,Structure formation,Structure formation,1
Aluminothermy,Aluminothermy,Aluminothermy,1
Iron oxides,Iron oxides,Iron oxides,2
Metallurgical solid wastes,Metallurgical solid wastes,Metallurgical solid wastes,2
alkali hydrolysis,alkali hydrolysis,alkali hydrolysis,1
PET waste,PET waste,PET waste,9
Ceramic materials,Ceramic materials,Ceramic materials,1
Fabric friction,Fabric friction,Fabric friction,1
Fabric tribology,Fabric tribology,Fabric tribology,1
Textile machinery,Textile machinery,Textile machinery,1
lactic acid,lactic acid,lactic acid,10
lactic acid bacteria,lactic acid bacteria,lactic acid bacteria,10
pre-treatments,pre-treatments,pre-treatments,1
Copper melting slag,Copper melting slag,Copper melting slag,1
natives and adopters,natives and adopters,natives and adopters,1
system shift,system shift,system shift,1
house fly,house fly,house fly,1
lesser mealworm,lesser mealworm,lesser mealworm,1
manure management,manure management,manure management,4
sustainable agriculture,sustainable agriculture,sustainable agriculture,34
causal loop diagram,causal loop diagram,causal loop diagram,2
computational fluid dynamics,computational fluid dynamics,computational fluid dynamics,3
modelling,modelling,modelling,9
Clean water,Clean water,Clean water,2
Designer biochar,Designer biochar,Designer biochar,1
data driven analysis,data driven analysis,data driven analysis,1
fuzzy delphi method,fuzzy delphi method,fuzzy delphi method,1
Sustainable industrial and operation engineering,Sustainable industrial and operation engineering,Sustainable industrial and operation engineering,1
animal nutrition,animal nutrition,animal nutrition,2
digestion,digestion,digestion,2
peptidomic,peptidomic,peptidomic,1
Plant protein,Plant protein,Plant protein,3
Organic management,Organic management,Organic management,2
Recycled nutrients,Recycled nutrients,Recycled nutrients,2
algorithm,algorithm,algorithm,3
energy intensity,energy intensity,energy intensity,2
energy intensity class,energy intensity class,energy intensity class,1
energy sources,energy sources,energy sources,1
energy waste recycling,energy waste recycling,energy waste recycling,1
polymer products,polymer products,polymer products,1
production waste,production waste,production waste,1
Environmental taxation,Environmental taxation,Environmental taxation,2
Futures studies,Futures studies,Futures studies,2
Holistic change,Holistic change,Holistic change,1
Textile production,Textile production,Textile production,1
Business ethics,Business ethics,Business ethics,2
Fuzzy evaluation method,Fuzzy evaluation method,Fuzzy evaluation method,1
Fuzzy sets theory,Fuzzy sets theory,Fuzzy sets theory,1
construction and demolition,construction and demolition,construction and demolition,3
material stock and flow accounting,material stock and flow accounting,material stock and flow accounting,1
urban renewal,urban renewal,urban renewal,3
urban socioeconomic metabolism,urban socioeconomic metabolism,urban socioeconomic metabolism,1
Ash quality,Ash quality,Ash quality,1
Meat–bone meal,Meat–bone meal,Meat–bone meal,1
Phosphorite,Phosphorite,Phosphorite,1
Thermal utilisation,Thermal utilisation,Thermal utilisation,1
Fracture,Fracture,Fracture,1
Circularity requirements,Circularity requirements,Circularity requirements,1
Creative design,Creative design,Creative design,1
Dairy wastewater,Dairy wastewater,Dairy wastewater,2
Euglena gracilis,Euglena gracilis,Euglena gracilis,4
Paramylon,Paramylon,Paramylon,1
creosote,creosote,creosote,1
lignin,lignin,lignin,42
polyaromatic hydrocarbons,polyaromatic hydrocarbons,polyaromatic hydrocarbons,1
economic development,economic development,economic development,13
energy transition,energy transition,energy transition,25
renewable and low-carbon energy,renewable and low-carbon energy,renewable and low-carbon energy,1
socio-technical system,socio-technical system,socio-technical system,2
Chitinous products,Chitinous products,Chitinous products,1
Cradle to gate life cycle assessment,Cradle to gate life cycle assessment,Cradle to gate life cycle assessment,1
Fungal-like-adhesive materials,Fungal-like-adhesive materials,Fungal-like-adhesive materials,1
Rigid polyurethane foam,Rigid polyurethane foam,Rigid polyurethane foam,1
Cement bag,Cement bag,Cement bag,1
FiberBoard,FiberBoard,FiberBoard,1
Reclaimed kraft paper,Reclaimed kraft paper,Reclaimed kraft paper,1
Recycled reinforcing fibers,Recycled reinforcing fibers,Recycled reinforcing fibers,1
carbon cycle,carbon cycle,carbon cycle,2
carbon utilization,carbon utilization,carbon utilization,2
biosurfactants,biosurfactants,biosurfactants,3
Corn stream,Corn stream,Corn stream,1
nutritional supplement,nutritional supplement,nutritional supplement,1
Packaging waste,Packaging waste,Packaging waste,12
Innovative development,Innovative development,Innovative development,1
Innovative energy,Innovative energy,Innovative energy,1
Innovative potential,Innovative potential,Innovative potential,1
fashion,fashion,fashion,22
fashion education,fashion education,fashion education,1
media,media,media,2
Nature‐based solutions,Nature‐based solutions,Nature‐based solutions,1
Regenerative design and development,Regenerative design and development,Regenerative design and development,1
Urban bioeconomy,Urban bioeconomy,Urban bioeconomy,1
Urban green infrastructure,Urban green infrastructure,Urban green infrastructure,2
Barrier properties,Barrier properties,Barrier properties,5
Cellulose films,Cellulose films,Cellulose films,1
Snail slime,Snail slime,Snail slime,1
Metal-organic framework,Metal-organic framework,Metal-organic framework,3
MOF,MOF,MOF,1
barriers and enablers,barriers and enablers,barriers and enablers,1
circular transition,circular transition,circular transition,7
sustainable business transformation,sustainable business transformation,sustainable business transformation,1
Adaptive regeneration,Adaptive regeneration,Adaptive regeneration,1
Circular regeneration,Circular regeneration,Circular regeneration,1
Polarization process,Polarization process,Polarization process,1
RO,RO,RO,1
RO membrane,RO membrane,RO membrane,1
Wastewater recycle,Wastewater recycle,Wastewater recycle,1
Building information modeling,Building information modeling,Building information modeling,5
blasting,blasting,blasting,1
"circular economy, ecodesign","circular economy, ecodesign","circular economy, ecodesign",1
descending benching,descending benching,descending benching,1
raise-boring,raise-boring,raise-boring,1
shaft-tunnel,shaft-tunnel,shaft-tunnel,1
stabilization,stabilization,stabilization,6
tunnel,tunnel,tunnel,1
Building Strategies,Building Strategies,Building Strategies,1
Construction Sector,Construction Sector,Construction Sector,1
6R,6R,6R,1
Bio fuels,Bio fuels,Bio fuels,2
net zero emissions,net zero emissions,net zero emissions,2
pinch technology,pinch technology,pinch technology,1
Pulverous ferrous waste,Pulverous ferrous waste,Pulverous ferrous waste,1
Green steel,Green steel,Green steel,1
‘Greenhouse gas’ emissions,‘Greenhouse gas’ emissions,‘Greenhouse gas’ emissions,1
Chloride solutions,Chloride solutions,Chloride solutions,1
Liquid–liquid extraction,Liquid–liquid extraction,Liquid–liquid extraction,3
Platinum,Platinum,Platinum,3
Platinum group metals (PGM),Platinum group metals (PGM),Platinum group metals (PGM),1
Quaternary salts,Quaternary salts,Quaternary salts,1
Fuzzy AHP-TOPSIS,Fuzzy AHP-TOPSIS,Fuzzy AHP-TOPSIS,1
Multi criteria decision making,Multi criteria decision making,Multi criteria decision making,2
Multi objective programming,Multi objective programming,Multi objective programming,1
Cultural landscapes,Cultural landscapes,Cultural landscapes,1
Environmental sociology,Environmental sociology,Environmental sociology,1
Heritage conservation,Heritage conservation,Heritage conservation,1
Interdisciplinary research,Interdisciplinary research,Interdisciplinary research,5
Multifunctional agriculture,Multifunctional agriculture,Multifunctional agriculture,1
Regional planning,Regional planning,Regional planning,3
Glass,Glass,Glass,7
Magnetic fraction,Magnetic fraction,Magnetic fraction,1
Microspheres,Microspheres,Microspheres,1
Unburned coal,Unburned coal,Unburned coal,1
Resource modification,Resource modification,Resource modification,1
Resource sharing,Resource sharing,Resource sharing,2
Value creation and delivery,Value creation and delivery,Value creation and delivery,1
